10319,5814360,Andrew_J._Saykin,Andrew_J._Saykin,Bioinform.,36,https://doi.org/8538570021,bioengineering,2020-12-25,2554-2560,Regional_imaging_genetic_enrichment_analysis.,db/journals/bioinformatics/bioinformatics36.html#YaoCYRSM020,2020.0,Bioinformatics,Ownership,CAMBRIDGE,Tatiana_Foroud,Siyao_L,Patrizia_Mecocci,7475036,7930176,6867397
12837,5814986,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,29,https://doi.org/6123060432,data_mining,2020-03-02,1687-1689,RUbioSeq:_a_suite_of_parallelized_pipelines_to_automate_exome_variation_and_bisulfite-seq_analyses.,db/journals/bioinformatics/bioinformatics29.html#Rubio-CamarilloGFVP13,2013.0,Bioinformatics,Ownership,UFMG,Steve_M._Smit,Shaowu_Li,Sylwia_Bednare,7938739,5906958,7466693
13106,5815053,Bin_Zhang,Bin_Zhang,Bioinform.,35,https://doi.org/3557379416,single-nucleotide_polymorphism,2020-05-30,5281-5289,ARMBIS:_accurate_and_robust_matching_of_brain_image_sequences_from_multiple_modal_imaging_techniques.,db/journals/bioinformatics/bioinformatics35.html#ShenXZWLZJSNXZ19,2019.0,Bioinformatics,Ownership,UFMG,Dan_Bone,Anders_Perrone,Kun_Jia,7945306,6914099,7941492
13235,5815086,Andrew_J._Saykin,Andrew_J._Saykin,Bioinform.,28,https://doi.org/4247069302,information_theory,2020-06-10,619-625,From_phenotype_to_genotype:_an_association_study_of_longitudinal_phenotypic_markers_to_Alzheimer's_disease_relevant_SNPs.,db/journals/bioinformatics/bioinformatics28.html#WangNHYKNRSS12,2012.0,Bioinformatics,Ownership,CAMBRIDGE,Florian_G._Metzger,John_Reimers,Maria_Eichlseder,5885900,7938051,5904595
15489,5815656,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,26,https://doi.org/5034510232,species,2020-03-02,1271-1272,TopoGSA:_network_topological_gene_set_analysis.,db/journals/bioinformatics/bioinformatics26.html#GlaabBKV10,2010.0,Bioinformatics,Ownership,UFMG,Musrrat_Al,William_E._Klunk,Gareth_Ball,7475114,6876721,6870905
17170,5816056,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,31,https://doi.org/7761620987,proteomics,2020-03-02,2397-2399,Structure-PPi:_a_module_for_the_annotation_of_cancer-related_single-nucleotide_variants_at_protein-protein_interfaces.,db/journals/bioinformatics/bioinformatics31.html#VazquezVP15,2015.0,Bioinformatics,Ownership,UFMG,Yaguang_X,Wolfgang_Birkfellner,Shengli_Xie,5888137,7932135,7468895
17423,5816123,Andrew_J._Saykin,Andrew_J._Saykin,Bioinform.,28,https://doi.org/2583116157,ontology,2020-06-10,229-237,Identifying_quantitative_trait_loci_via_group-sparse_multitask_regression_and_feature_selection:_an_imaging_genetics_study_of_the_ADNI_cohort.,db/journals/bioinformatics/bioinformatics28.html#WangNHKNRSS12,2012.0,Bioinformatics,Ownership,CAMBRIDGE,Huiqing_Xu,Riad_S._Wahb,Nusrat_Ahmed_Surobh,6872704,7470382,7939740
18242,5816321,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,28,https://doi.org/2604659800,nucleotide,2020-03-02,67-74,Novel_domain_combinations_in_proteins_encoded_by_chimeric_transcripts.,db/journals/bioinformatics/bioinformatics28.html#Frenkel-MorgensternV12,2012.0,Bioinformatics,Ownership,UFMG,Paul_Michenthaler,Gert_Luurtsema,Kaushik_Rajashekar,6911795,5911772,5885732
26048,5818250,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,36,https://doi.org/6579523541,interdisciplinary,2020-12-25,4525-4526,TiFoSi:_an_efficient_tool_for_mechanobiology_simulations_of_epithelia.,db/journals/bioinformatics/bioinformatics36.html#Canela-XandriAB20,2020.0,Bioinformatics,Ownership,UFMG,Dongxu_Ren,Shirin_Yousefizadeh,Carl-Fredrik_Westin,7474980,5918313,7939198
27078,5818495,Bo_Zhang,Bo_Zhang,Bioinform.,36,https://doi.org/6706953818,proteomics,2020-05-30,928-929,G3viz:_an_R_package_to_interactively_visualize_genetic_mutation_data_using_a_lollipop-diagram.,db/journals/bioinformatics/bioinformatics36.html#GuoZZZG20,2020.0,Bioinformatics,Ownership,UB,Soyoung_Q._Park,Wendy_Lee,Bo_Ai,6862224,6877023,7480800
28738,5818904,Alessandra_Lumini,Alessandra_Lumini,Bioinform.,28,https://doi.org/7821140658,in_silico,2020-03-02,1151-1157,Combining_multiple_approaches_for_gene_microarray_classification.,db/journals/bioinformatics/bioinformatics28.html#NanniBL12,2012.0,Bioinformatics,Ownership,UPC,Annie_L._Nguyen,Marta_I._Garrido,Rui_Wang_0066,7942173,7937200,5942728
28931,5818950,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,35,https://doi.org/1676091241,species,2020-10-26,4846-4848,vulcanSpot:_a_tool_to_prioritize_therapeutic_vulnerabilities_in_cancer.,db/journals/bioinformatics/bioinformatics35.html#Perales-PatonDT19,2019.0,Bioinformatics,Ownership,UFMG,Ting_Jian,Guanwei_Jia,Xing_He_0001,7478542,5880866,7476910
30360,5819318,Bin_Wang,Bin_Wang,Bioinform.,31,https://doi.org/4956964282,computer,2020-03-02,3043-3045,Seq2pathway:_an_R/Bioconductor_package_for_pathway_analysis_of_next-generation_sequencing_data.,db/journals/bioinformatics/bioinformatics31.html#WangCY15,2015.0,Bioinformatics,Ownership,UFMG,Yusuf_Gurkayna,Thomas_R._Knösch,Kai_Zhang,7942627,7469568,6390735
30525,5819361,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,36,https://doi.org/7458640860,sequencing,2020-12-25,4498-4505,Parasitologist-level_classification_of_apicomplexan_parasites_and_host_cell_with_deep_cycle_transfer_learning_(DCTL).,db/journals/bioinformatics/bioinformatics36.html#LiYJCZV20,2020.0,Bioinformatics,Ownership,UFMG,Donald_J._Hagler,Falk_Schellenberg,Junhao_Ji,5911958,7468240,7943647
31413,5819595,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,17,https://doi.org/6403451771,haemophilus_influenzae,2020-03-02,126-136,A_hierarchical_unsupervised_growing_neural_network_for_clustering_gene_expression_patterns.,db/journals/bioinformatics/bioinformatics17.html#HerreroVD01,2001.0,Bioinformatics,Ownership,UFMG,Hauke_Bartsch,Manuela_Friedrich,Guanglong_Du,6921240,5887404,6389843
32430,5819852,Andrew_J._Saykin,Andrew_J._Saykin,Bioinform.,32,https://doi.org/4612650108,statistics,2020-03-02,1544-1551,Structured_sparse_canonical_correlation_analysis_for_brain_imaging_genetics:_an_improved_GraphNet_method.,db/journals/bioinformatics/bioinformatics32.html#DuHYKRIMSS16,2016.0,Bioinformatics,Ownership,CAMBRIDGE,David_Gerada,Dorit_Merhof,Chantel_D._Sloan,7221821,5885499,7473722
32895,5819968,Bin_Liu,Bin_Liu,Bioinform.,35,https://doi.org/9052982171,species,2020-05-30,2982-2990,Protein_fold_recognition_based_on_multi-view_modeling.,db/journals/bioinformatics/bioinformatics35.html#YanFXL19,2019.0,Bioinformatics,Ownership,KTH,Peter_Kellman,Joshua_Gancher,Bessie_Meechoovet,7943758,6866810,7932470
33044,5820005,Andrew_J._Saykin,Andrew_J._Saykin,Bioinform.,34,https://doi.org/5073377506,molecular_biology,2020-03-02,278-285,A_novel_SCCA_approach_via_truncated_ℓ1-norm_and_truncated_group_lasso_for_brain_imaging_genetics.,db/journals/bioinformatics/bioinformatics34.html#DuLZYYRHGSS18,2018.0,Bioinformatics,Ownership,CAMBRIDGE,Narelle_K._Hansell,Yafeng_W,Xingxing_We,7471616,5940462,7474707
33892,5820225,Chao_Zhang,Chao_Zhang,Bioinform.,35,https://doi.org/4365770415,computer,2020-10-26,3961-3969,ASTRAL-MP:_scaling_ASTRAL_to_very_large_datasets_using_randomization_and_parallelization.,db/journals/bioinformatics/bioinformatics35.html#YinZM19,2019.0,Bioinformatics,Ownership,KTH,Theresa_Dembler,Giuseppe_Buccoliero,YuLong_Zou,5882723,5889247,5885409
34454,5820364,Bin_Li,Bin_Li,Bioinform.,28,https://doi.org/4193507249,information_theory,2020-12-23,1223-1229,Reno:_regularized_non-parametric_analysis_of_protein_lysate_array_data.,db/journals/bioinformatics/bioinformatics28.html#LiLHH12,2012.0,Bioinformatics,Ownership,DELFT,J._Leon_Kenemans,S._C._Won,Enbo_Wang,7479261,7933948,7480807
35605,5820650,Bo_Liu,Bo_Liu,Bioinform.,36,https://doi.org/3972111881,data_mining,2020-12-25,3693-3702,Learning_transferable_deep_convolutional_neural_networks_for_the_classification_of_bacterial_virulence_factors.,db/journals/bioinformatics/bioinformatics36.html#ZhengPLC020,2020.0,Bioinformatics,Ownership,OXFORD,Zhanwei_Ho,Shruti_Gupta,Yang_Cao_0016,5918463,5912522,5917862
39862,5821685,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,33,https://doi.org/4278534120,molecular_biology,2020-10-26,2410-2412,CImbinator:_a_web-based_tool_for_drug_synergy_analysis_in_small-_and_large-scale_datasets.,db/journals/bioinformatics/bioinformatics33.html#FlobakVLV17,2017.0,Bioinformatics,Ownership,UFMG,Padmavathi_Sundaram,Nicolas_Escoffier,Yu-Chien_W,7472365,6913382,5909672
41807,5822151,Andrew_J._Saykin,Andrew_J._Saykin,Bioinform.,33,https://doi.org/9661276248,computer,2020-03-02,i341-i349,Identification_of_associations_between_genotypes_and_longitudinal_phenotypes_via_temporally-constrained_group_sparse_canonical_correlation_analysis.,db/journals/bioinformatics/bioinformatics33.html#HaoLYYRSSZ17,2017.0,Bioinformatics,Ownership,CAMBRIDGE,Lixia_Xiao,José_Luis_Lázaro_Galilea,Tianhao_Zhan,5862184,5909654,5916593
42060,5822212,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,22,https://doi.org/1936712209,information_theory,2020-03-02,127-128,Synthetic_Biology:_challenges_ahead.,db/journals/bioinformatics/bioinformatics22.html#LorenzoSV06,2006.0,Bioinformatics,Ownership,UFMG,Matthew_Green_000,Lei_Wang_0012,Jil_Meier,5890081,7931176,7470070
43184,5822500,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,31,https://doi.org/9097387712,algorithm,2020-03-02,2166-2173,Detection_of_significant_protein_coevolution.,db/journals/bioinformatics/bioinformatics31.html#OchoaJVP15,2015.0,Bioinformatics,Ownership,UFMG,Mary_Elizabeth_Meyerand,Hubertus_Lohmann,Brenna_C._McDonald,7222967,5890411,5911386
43479,5822579,Bin_Zhang,Bin_Zhang,Bioinform.,35,https://doi.org/1559192217,proteomics,2020-10-26,2371-2379,DeeReCT-PolyA:_a_robust_and_generic_deep_learning_method_for_PAS_identification.,db/journals/bioinformatics/bioinformatics35.html#XiaLZLHCG19,2019.0,Bioinformatics,Ownership,UFMG,Daniel_A._Rozen,Zoltán_Nagy_0003,Jia_Tang,7944093,7469573,7468812
43934,5822698,Alessandra_Lumini,Alessandra_Lumini,Bioinform.,22,https://doi.org/8225539115,genomics,2020-03-02,1207-1210,An_ensemble_of_K-local_hyperplanes_for_predicting_protein-protein_interactions.,db/journals/bioinformatics/bioinformatics22.html#NanniL06,2006.0,Bioinformatics,Ownership,UPC,Serge_A._R._B._Rombouts,Jongho_Lee,Zhutian_Yan,5890392,7475604,7465892
44473,5822829,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,20,https://doi.org/6459923885,proteomics,2020-10-26,974-975,SQUARE-determining_reliable_regions_in_sequence_alignments.,db/journals/bioinformatics/bioinformatics20.html#TressGV04,2004.0,Bioinformatics,Ownership,UFMG,Alan_C._Evans,Lucas_McCurlie,Yangling_Wan,5889247,5886172,7468920
45062,5822993,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,19,https://doi.org/9892131408,interdisciplinary,2020-10-26,717-726,Evaluation_of_annotation_strategies_using_an_entire_genome_sequence.,db/journals/bioinformatics/bioinformatics19.html#IliopoulosTAECPPLPPHTYTDBVBMLRSO03,2003.0,Bioinformatics,Ownership,UFMG,Chau_Yuen,Sanjam_Garg,Robert_C._McKinstry,7470768,7943394,6908280
47057,5823500,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,18,https://doi.org/8945799980,nucleotide,2020-03-02,908-921,Clustering_of_proximal_sequence_space_for_the_identification_of_protein_families.,db/journals/bioinformatics/bioinformatics18.html#AbascalV02,2002.0,Bioinformatics,Ownership,UFMG,Maria_Eichlseder,Xiaoqiang_Su,Young_Woo_Ki,7479969,5822698,7930728
50204,5824291,Andrew_J._Saykin,Andrew_J._Saykin,Bioinform.,34,https://doi.org/4358260572,algorithm,2020-05-30,i866-i874,Quantitative_trait_loci_identification_for_brain_endophenotypes_via_new_additive_model_with_random_networks.,db/journals/bioinformatics/bioinformatics34.html#WangCYNRS0H18,2018.0,Bioinformatics,Ownership,CAMBRIDGE,Weikeng_Che,Maria_Stein,Phillip_Ehses,7479712,5885932,7468338
50633,5824408,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,17,https://doi.org/8571263853,algorithm,2020-03-02,1242-1243,EVA:_continuous_automatic_evaluation_of_protein_structure_prediction_servers.,db/journals/bioinformatics/bioinformatics17.html#EyrichMPMFPVSR01,2001.0,Bioinformatics,Ownership,UFMG,Arne_Felden,Meena_More,Julian_Chen,7930172,5933859,6878719
50788,5824440,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,31,https://doi.org/6141725085,in_silico,2020-06-15,2052-2053,FUN-L:_gene_prioritization_for_RNAi_screens.,db/journals/bioinformatics/bioinformatics31.html#LeesHMFAKVVERO15,2015.0,Bioinformatics,Ownership,UFMG,Marie-Helene_Grosbras,Megha_Byal,Hartmut_Mohlberg,7473722,7943045,5885087
50962,5824486,Andrew_J._Saykin,Andrew_J._Saykin,Bioinform.,35,https://doi.org/8928610562,biochemistry,2020-05-30,i474-i483,Identifying_progressive_imaging_genetic_patterns_via_multi-task_sparse_canonical_correlation_analysis:_a_longitudinal_study_of_the_ADNI_cohort.,db/journals/bioinformatics/bioinformatics35.html#DuLZYRGSS19,2019.0,Bioinformatics,Ownership,CAMBRIDGE,Jussi_Tohk,Fan_Jia,Wei_Li,5885304,6876918,7476988
52079,5824776,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,28,https://doi.org/5369807622,metabolism,2020-03-02,584-586,JDet:_interactive_calculation_and_visualization_of_function-related_conservation_patterns_in_multiple_sequence_alignments_and_structures.,db/journals/bioinformatics/bioinformatics28.html#MuthGRJVP12,2012.0,Bioinformatics,Ownership,UFMG,R._Mark_Henkelman,Sixing_Du,Rohit_Varma,7208217,5883979,5868778
54962,5825493,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,28,https://doi.org/8182192351,species,2020-10-26,2285-2287,MyMiner:_a_web_application_for_computer-assisted_biocuration_and_text_annotation.,db/journals/bioinformatics/bioinformatics28.html#SalgadoKDDTLVM12,2012.0,Bioinformatics,Ownership,UFMG,Siân_E._Robso,Liu_Chuan,Keqin_Li,5887707,7932190,7931575
55202,5825553,Anders_M._Dale,Anders_M._Dale,Bioinform.,30,https://doi.org/5777907083,haemophilus_influenzae,2020-03-02,2098-2104,Covariate-modulated_local_false_discovery_rate_for_genome-wide_association_studies.,db/journals/bioinformatics/bioinformatics30.html#ZablockiSLADT14,2014.0,Bioinformatics,Ownership,KTH,K._Slinning,Jonas_Eriksson,Marcello_G._P._Rosa,7479195,6864648,5890937
56658,5825922,Bin_Wang,Bin_Wang,Bioinform.,27,https://doi.org/1191155784,interdisciplinary,2020-10-26,1506-1512,Normalizing_bead-based_microRNA_expression_data:_a_measurement_error_model-based_approach.,db/journals/bioinformatics/bioinformatics27.html#WangWX11,2011.0,Bioinformatics,Ownership,UFMG,Weixuan_Wan,Daniel_S._Reich,Jae-Kyu_Par,7477583,7479966,5889140
56873,5825980,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,35,https://doi.org/8997887552,protein,2020-05-30,3217-3218,Reviewer-coerced_citation:_case_report-_update_on_journal_policy_and_suggestions_for_future_prevention.,db/journals/bioinformatics/bioinformatics35.html#WrenVK19,2019.0,Bioinformatics,Ownership,UFMG,Kalpathy_S._Krishnamoorthy,Harri_Merisaari,Zhongyuan_Chen,5863024,7941409,5860325
56901,5825988,Alfonso_Valencia,Alfonso_Valencia,Bioinform.,22,https://doi.org/1294072630,computational_biology,2020-03-02,643-644,Semantic_Mining_in_Biomedicine_,db/journals/bioinformatics/bioinformatics22.html#HahnV06,2006.0,Bioinformatics,Ownership,UFMG,Peter_B._Rønne,Renzhe_Wu,Steven_G._Potkin,5930265,6861259,7471453
58121,5826298,Bin_Liu,Bin_Liu,Bioinform.,36,https://doi.org/3956916042,gene_expression,2021-02-04,5177-5186,IDP-Seq2Seq:_identification_of_intrinsically_disordered_regions_based_on_sequence_to_sequence_learning.,db/journals/bioinformatics/bioinformatics36.html#TangPL21,2021.0,Bioinformatics,Ownership,KTH,M._B._Abrams,Shuting_Zhao,Richard_J._S._Wis,7198171,7473389,5824440
59376,5826620,Bin_Li,Bin_Li,Bioinform.,30,https://doi.org/1677522742,informatics,2020-03-02,305-309,Identification_of_transcription_factors_for_drug-associated_gene_modules_and_biomedical_implications.,db/journals/bioinformatics/bioinformatics30.html#XiongLZWZ14,2014.0,Bioinformatics,Ownership,DELFT,Takanori_Isobe_000,Bart_Mennink,Ruhui_Ma,5864854,7476029,7942864
59418,5826629,Andrew_J._Saykin,Andrew_J._Saykin,Bioinform.,33,https://doi.org/2584091022,molecular_biology,2020-03-02,3250-3257,Tissue-specific_network-based_genome_wide_study_of_amygdala_imaging_phenotypes_to_identify_functional_interaction_modules.,db/journals/bioinformatics/bioinformatics33.html#YaoYLKNRGMSSI17,2017.0,Bioinformatics,Ownership,CAMBRIDGE,F._R._Lin,Lulu_Gao,Katharina_Schmack,7212415,7468940,6386226
60307,5858569,Bin_Zhang,Bin_Zhang,IEEE_Trans._Ind._Electron.,63,https://doi.org/2789720469,internet,2020-05-22,1618-1628,Design_of_a_Superconducting_Synchronous_Generator_With_LTS_Field_Windings_for_12_MW_Offshore_Direct-Drive_Wind_Turbines.,db/journals/tie/tie63.html#WangQTLZHZFS16,2016.0,Electronics,Ownership,UFMG,Lejla_Batin,Matthias_Senker,Maurizio_Corbetta,5885409,7936720,5881770
60366,5858581,Frede_Blaabjerg,Frede_Blaabjerg,IEEE_Trans._Ind._Electron.,60,https://doi.org/9523105042,chip,2020-05-22,4339-4350,A_New_Design_Method_for_the_Passive_Damped_LCL_and_LLCL_Filter-Based_Single-Phase_Grid-Tied_Inverter.,db/journals/tie/tie60.html#WuHTB13,2013.0,Electronics,Ownership,DELFT,M._Scheller,Thomas_Ristenpar,Brent_Waters,5862878,7940158,6380022
60885,5858742,Bin_Wu_0007,Bin_Wu_0007,IEEE_Trans._Ind._Electron.,55,https://doi.org/9823324560,multimedia,2020-05-22,1022-1034,Space_Vector_Sequence_Investigation_and_Synchronization_Methods_for_Active_Front-End_Rectifiers_in_High-Power_Current-Source_Drives.,db/journals/tie/tie55.html#LiWXZ08,2008.0,Electronics,Ownership,KTH,David_Wong,Filip_Szczepankiewicz,Fenqiang_Zhao,7471229,5916596,5889174
60925,5858754,Bo_Liu,Bo_Liu,IEEE_Trans._Ind._Electron.,66,https://doi.org/4437398193,processing,2020-10-26,4566-4576,Angle_Tracking_Adaptive_Backstepping_Control_for_a_Mechanism_of_Pneumatic_Muscle_Actuators_via_an_AESO.,db/journals/tie/tie66.html#ZhaoCXL19,2019.0,Electronics,Ownership,OXFORD,Martin_Doppelbauer,Tianqi_Liu,Zhenning_W,7930720,7941167,7469506
