1123,3060383,Hiroshi_Ishiguro,Hiroshi_Ishiguro,IROS,conf/iros/2003,https://doi.org/10.1109/IROS.2003.1248909,laser,2017-05-22,1826-1831,Toward_ubiquitous_intelligent_robotics.,db/conf/iros/iros2003.html#KogureHSKI03,2003,Robotics,Ownership,Austin,PSL,Yen-Liang_Shu,Elena_Georga,Matthew_R._Leonar,4376265,4112974,4347675
1179,3060402,Darwin_G._Caldwell,Darwin_G._Caldwell,IROS,conf/iros/2017,https://doi.org/10.1109/IROS.2017.8202140,asimo,2019-10-19,73-78,Learning_task-space_synergies_using_Riemannian_geometry.,db/conf/iros/iros2017.html#ZeestratenHCC17,2017,Robotics,Ownership,Roma,UPC,Shuai_D._Han,Raymond_Oung,Andreas_Merentitis,4367548,3485594,4370289
1253,3060425,Darwin_G._Caldwell,Darwin_G._Caldwell,IROS,conf/iros/2010,https://doi.org/10.1109/IROS.2010.5650361,submersible,2017-05-22,3091-3096,An_octopus_anatomy-inspired_robotic_arm.,db/conf/iros/iros2010.html#GuglielminoTC10,2010,Robotics,Ownership,Berlin,UPC,Masanao_Segawa,Yu_Ba,Mark_R._Leonard,4345336,4910528,4098390
1271,3060430,Abderrahmane_Kheddar,Abderrahmane_Kheddar,IROS,conf/iros/2013,https://doi.org/10.1109/IROS.2013.6697019,gravitation,2020-12-29,4609-4614,Human-humanoid_joint_haptic_table_carrying_task_with_height_stabilization_using_vision.,db/conf/iros/iros2013.html#AgravanteCBK13,2013,Robotics,Ownership,Paris,CAMBRIDGE,Maurice_Göldi,Honggang_Zhang_0002,Francesco_Casu,4371558,3095679,3491569
1487,3060497,Fumihito_Arai,Fumihito_Arai,IROS,conf/iros/2012,https://doi.org/10.1109/IROS.2012.6386209,mechanical,2017-05-22,3812-3817,Organ-explanted_bionic_simulator_(OBiS):_Concurrent_microcardiovascular_anastomosis_of_chick_embryo.,db/conf/iros/iros2012.html#OwakiMKTMMOA12,2012,Robotics,Ownership,Roma,DELFT,Janet_B._Pierrehumbert,Lynne_E._Bernstei,Adrien_Pajon,4908453,3111402,4098715
1525,3060509,Gerd_Hirzinger,Gerd_Hirzinger,IROS,conf/iros/2003,https://doi.org/10.1109/IROS.2003.1248948,simulation,2017-05-22,2004-2009,Haptic_control_for_steer-by-wire_systems.,db/conf/iros/iros2003.html#BajcincaCHBH03,2003,Robotics,Ownership,Austin,DELFT,Nicholas_F._Wymbs,Takamichi_Takashima,Vassiliki_I._Kigk,3751685,4911250,4109834
1602,3060536,Gerd_Hirzinger,Gerd_Hirzinger,IROS,conf/iros/2010,https://doi.org/10.1109/IROS.2010.5650454,industrial_robot,2017-05-22,5886-5893,The_thumb:_guidelines_for_a_robotic_design.,db/conf/iros/iros2010.html#ChalonGWH10,2010,Robotics,Ownership,Berlin,DELFT,Andreas_Jakobsson,Xin_Tang,Maurice_Gerczuk,4361305,4381575,3752948
1685,3060567,Darwin_G._Caldwell,Darwin_G._Caldwell,IROS,conf/iros/2013,https://doi.org/10.1109/IROS.2013.6696912,unmanned,2017-06-04,3885-3892,Improving_the_energy_efficiency_of_autonomous_underwater_vehicles_by_learning_to_model_disturbances.,db/conf/iros/iros2013.html#KormushevC13,2013,Robotics,Ownership,Paris,UPC,Hagen_Solta,Guillermo_Enriquez,Ryu_Midorikawa,4361189,4369961,3999869
1736,3060585,Antonio_Bicchi,Antonio_Bicchi,IROS,conf/iros/2002,https://doi.org/10.1109/IRDS.2002.1044048,wheeled,2017-05-22,1992-1997,Adaptive_simultaneous_position_and_stiffness_control_for_a_soft_robot_arm.,db/conf/iros/iros2002.html#ToniettiB02,2002,Robotics,Ownership,Xangai,KU,W._L._Wilso,Oscar_Chuy,Ryo_Fujimura,4036828,3825643,3486058
1793,3060600,Gerd_Hirzinger,Gerd_Hirzinger,IROS,conf/iros/2009,https://doi.org/10.1109/IROS.2009.5354776,nasa,2017-05-22,309-315,On_the_issue_of_camera_calibration_with_narrow_angular_field_of_view.,db/conf/iros/iros2009.html#StroblSH09,2009,Robotics,Ownership,Amsterdam,DELFT,Nobuyasu_Shimomura,Tim_Baile,Olivier_J._J._Michel,3073532,4912478,4367548
1829,3060613,Abderrahmane_Kheddar,Abderrahmane_Kheddar,IROS,conf/iros/2002,https://doi.org/10.1109/IRDS.2002.1041734,acceleration,2017-05-22,3036-3041,Hierarchical_back-face_culling_for_collision_detection.,db/conf/iros/iros2002.html#RedonKC02,2002,Robotics,Ownership,Xangai,CAMBRIDGE,Hanna_Poikonen,Ruoheng_Li,Roger_Pique-Regi,4907476,4023960,3988235
1833,3060615,Darwin_G._Caldwell,Darwin_G._Caldwell,IROS,conf/iros/2013,https://doi.org/10.1109/IROS.2013.6696425,carnegie_mellon_university,2017-06-04,685-691,Visuospatial_skill_learning_for_object_reconfiguration_tasks.,db/conf/iros/iros2013.html#AhmadzadehKC13,2013,Robotics,Ownership,Paris,UPC,Jacob_M._Suchoski,Qing_Shi,Kensuke_Sato,4320752,4364045,3491258
1886,3060635,Abderrahmane_Kheddar,Abderrahmane_Kheddar,IROS,conf/iros/2008,https://doi.org/10.1109/IROS.2008.4650687,sonar,2017-05-22,2996-3001,Theoretical_and_experimental_study_of_a_heat_transfer_model_for_thermal_feedback_in_virtual_environments.,db/conf/iros/iros2008.html#GuiatniK08,2008,Robotics,Ownership,Milan,CAMBRIDGE,Jinhu_Dong,Xinguang_Xian,Keith_Kotay,4113929,3067152,4027695
1890,3060637,Atsuo_Takanishi,Atsuo_Takanishi,IROS,conf/iros/2004,https://doi.org/10.1109/IROS.2004.1389912,simulator,2017-05-22,3213-3218,Support_torque_reduction_mechanism_for_biped_locomotor_with_parallel_mechanism.,db/conf/iros/iros2004.html#SugaharaKMHSHLT04,2004,Robotics,Ownership,Austin,KU,Martin_Luess,Sen-Chia_Chang,Ronald_A._Peterson,3765629,4112839,3106673
2092,3060703,Darwin_G._Caldwell,Darwin_G._Caldwell,IROS,conf/iros/2018,https://doi.org/10.1109/IROS.2018.8594220,mouse,2019-01-10,6065-6071,An_Uncertainty-Aware_Minimal_Intervention_Control_Strategy_Learned_from_Demonstrations.,db/conf/iros/iros2018.html#SilverioHRC18,2018,Robotics,Ownership,Amsterdam,UPC,Maurizio_di_Bisceglie,Kenji_Hashimoto,Jordi_Castellvi_Esturi,4109040,4035789,4096214
2105,3060709,Abderrahmane_Kheddar,Abderrahmane_Kheddar,IROS,conf/iros/2011,https://doi.org/10.1109/IROS.2011.6094706,submarine,2017-05-22,3887-3892,Analysis_of_the_discontinuities_in_prioritized_tasks-space_control_under_discreet_task_scheduling_operations.,db/conf/iros/iros2011.html#KeithWMK11,2011,Robotics,Ownership,Sao_Paulo,CAMBRIDGE,Goo_Bong_Chung,Marian_Werne,Hui_Wang_0051,4358451,4386783,3075823
2154,3060725,Darwin_G._Caldwell,Darwin_G._Caldwell,IROS,conf/iros/2018,https://doi.org/10.1109/IROS.2018.8594103,simulator,2019-01-10,1-8,Probabilistic_Learning_of_Torque_Controllers_from_Kinematic_and_Force_Constraints.,db/conf/iros/iros2018.html#SilverioHRCC18,2018,Robotics,Ownership,Amsterdam,UPC,Hao_Zhang,Xiangming_Wen,Yotaro_Moteg,4358111,4361389,3064769
2247,3060751,Alejandro_Ribeiro,Alejandro_Ribeiro,IROS,conf/iros/2018,https://doi.org/10.1109/IROS.2018.8594168,nasa,2019-10-19,3080-3087,Learning_Sample-Efficient_Target_Reaching_for_Mobile_Robots.,db/conf/iros/iros2018.html#KhanKR18,2018,Robotics,Ownership,Amsterdam,UPC,Long_Bao_Le,Yue_H,Hirohisa_Hirukawa,3987562,3753977,3062511
2449,3060815,Darwin_G._Caldwell,Darwin_G._Caldwell,IROS,conf/iros/2013,https://doi.org/10.1109/IROS.2013.6697014,miniature,2018-11-02,4577-4582,A_pragmatic_bio-inspired_approach_to_the_design_of_octopus-inspired_arms.,db/conf/iros/iros2013.html#GuglielminoGZC13,2013,Robotics,Ownership,Paris,UPC,Daniel_Neiberg,Laura_H._Blumenschei,Takahiro_Iyama,4383906,4033789,4912526
2478,3060823,Alois_C._Knoll,Alois_C._Knoll,IROS,conf/iros/2010,https://doi.org/10.1109/IROS.2010.5651169|https://www.wikidata.org/entity/Q56426793,lidar,2020-07-24,5466-5471,Distributed_control_for_an_anthropomimetic_robot.,db/conf/iros/iros2010.html#JantschWK10,2010,Robotics,Ownership,Berlin,TUM,Joan_Vallve,Jimmy_J._Li,Przemyslaw_Kryczka,4004855,3734772,4021702
2508,3060832,Achim_J._Lilienthal,Achim_J._Lilienthal,IROS,conf/iros/2017,https://doi.org/10.1109/IROS.2017.8202216,device,2020-09-05,620-625,Semi-supervised_3D_place_categorisation_by_descriptor_clustering.,db/conf/iros/iros2017.html#0002KSAL17,2017,Robotics,Ownership,Roma,CAMBRIDGE,Souvik_Dihidar,Francesco_Ciannella,Tore_Rudber,3839054,4910528,3751880
2634,3060868,Gamini_Dissanayake,Gamini_Dissanayake,IROS,conf/iros/2010,https://doi.org/10.1109/IROS.2010.5649825,android,2017-06-04,3732-3737,Evaluation_of_Pose_Only_SLAM.,db/conf/iros/iros2010.html#HuHD10,2010,Robotics,Ownership,Berlin,DELFT,Rio_Sud,Maximo_Cobo,Marc_Castella,3775795,4109282,4346481
2691,3060888,Atsuo_Takanishi,Atsuo_Takanishi,IROS,conf/iros/2009,https://doi.org/10.1109/IROS.2009.5354555,humanoid,2017-05-22,510-515,Development_of_assisted-robotic_system_designed_to_measure_the_Wave_Intensity_with_an_ultrasonic_diagnostic_device.,db/conf/iros/iros2009.html#NakadateUHSTMSN09,2009,Robotics,Ownership,Amsterdam,KU,Tianlin_Wan,Sang-Goo_Jeong,Aggelos_K._Katsaggelos,3828530,3487117,3113416
2841,3060934,Darwin_G._Caldwell,Darwin_G._Caldwell,IROS,conf/iros/2013,https://doi.org/10.1109/IROS.2013.6696874,humanoid,2017-05-22,3630-3636,A_compliant_humanoid_walking_strategy_based_on_the_switching_of_state_feedback_gravity_compensation_controllers.,db/conf/iros/iros2013.html#Spyrakos-PapastavridisMTDC13,2013,Robotics,Ownership,Paris,UPC,Matteo_Morvidoni,Adam_Janin,Young-Jo_Ch,3064755,4320623,4347163
3093,3061015,Gerd_Hirzinger,Gerd_Hirzinger,IROS,conf/iros/2000,https://doi.org/10.1109/IROS.2000.894664|https://www.wikidata.org/entity/Q56420916,robotlike,2018-11-14,565-571,Cartesian_control_issues_for_minimally_invasive_robot_surgery.,db/conf/iros/iros2000.html#OrtmaierH00,2000,Robotics,Ownership,Paris,DELFT,Jinyun_Zhang,Christoffer_Valgre,Magnus_Jansson,3064303,4917377,3764881
3173,3061044,Fumio_Kanehiro,Fumio_Kanehiro,IROS,conf/iros/2002,https://doi.org/10.1109/IRDS.2002.1041636,robot,2017-05-22,2455-2460,Design_and_experiments_of_advanced_leg_module_(HRP-2L)_for_humanoid_robot_(HRP-2)_development.,db/conf/iros/iros2002.html#KanehiraKOIKKKK02,2002,Robotics,Ownership,Xangai,KTH,Jan_Niehue,Yu_Zho,Yuuta_Yuyam,4383250,3491084,4101128
3433,3061124,Hiroshi_Ishiguro,Hiroshi_Ishiguro,IROS,conf/iros/2009,https://doi.org/10.1109/IROS.2009.5354037,oxford_english_dictionary,2017-05-22,1043-1048,Noise-based_underactuated_mobile_robot_inspired_by_bacterial_motion_mechanism.,db/conf/iros/iros2009.html#ShiraiMNKI09,2009,Robotics,Ownership,Amsterdam,PSL,G._H._Krishna,Mia_K._Markey,Thomas_Hai,3993299,3061619,3065653
3472,3061137,Gamini_Dissanayake,Gamini_Dissanayake,IROS,conf/iros/2006,https://doi.org/10.1109/IROS.2006.282575,simulation,2017-06-04,3393-3398,Probabilistic_Search_for_a_Moving_Target_in_an_Indoor_Environment.,db/conf/iros/iros2006.html#LauHD06,2006,Robotics,Ownership,Berlin,DELFT,Yong-Wei_Gao,Thomas_Lunner,Stephanie_Kemn,4365477,3769957,4098075
3565,3061166,Daniela_Rus,Daniela_Rus,IROS,conf/iros/2004,https://doi.org/10.1109/IROS.2004.1389762,industrial_robot,2017-05-22,2362-2369,Generic_distributed_assembly_and_repair_algorithms_for_self-reconfiguring_robots.,db/conf/iros/iros2004.html#KotayR04,2004,Robotics,Ownership,Austin,UB,J._Shimizu,Dilek_Hakkani-Tür,Ngai_Ming_Kwok,4322478,3995138,3758163
3570,3061168,Fumio_Kanehiro,Fumio_Kanehiro,IROS,conf/iros/2001,https://doi.org/10.1109/IROS.2001.976314,sonar,2017-09-16,1093-1099,Virtual_humanoid_robot_platform_to_develop_controllers_of_real_humanoid_robots_without_porting.,db/conf/iros/iros2001.html#KanehiroMKFHNYKKS01,2001,Robotics,Ownership,Milan,KTH,Keisuke_Yoshida,Daniel_M._Fernande,Christina_Hunger-Schoppe,4105303,4005640,4349955
3913,3061270,Danica_Kragic,Danica_Kragic,IROS,conf/iros/2003,https://doi.org/10.1109/IROS.2003.1249648,mouse,2017-05-22,3192-3197,Task_modeling_and_specification_for_modular_sensory_based_human-machine_cooperative_systems.,db/conf/iros/iros2003.html#KragicH03,2003,Robotics,Ownership,Austin,UPC,Xinxin_Huan,Simone_Grechi,Shinya_Morinag,3988555,3739271,3769921
4108,3061338,Atsushi_Konno,Atsushi_Konno,IROS,conf/iros/2003,https://doi.org/10.1109/IROS.2003.1248784,inflatable,2017-05-22,1056-1061,A_directional_deflection_sensor_beam_for_very_small_force/torque_measurement.,db/conf/iros/iros2003.html#AbeTKU03,2003,Robotics,Ownership,Austin,KU,Stéphane_Bonard,Sunil_Kumar_Agrawa,Harish_Viswanathan,4114993,4349291,3989606
4236,3061372,Darwin_G._Caldwell,Darwin_G._Caldwell,IROS,conf/iros/2011,https://doi.org/10.1109/IROS.2011.6094477,analog_science_fiction_and_fact,2017-05-22,1093-1098,Novel_modal_approach_for_kinematics_of_multisection_continuum_arms.,db/conf/iros/iros2011.html#GodageGBMC11,2011,Robotics,Ownership,Sao_Paulo,UPC,Runsheng_Liu,Haichang_Li,Jingon_Joun,3753974,3078375,4384309
4243,3061378,Allison_M._Okamura,Allison_M._Okamura,IROS,conf/iros/2005,https://doi.org/10.1109/IROS.2005.1544969|https://www.wikidata.org/entity/Q57366081,robotlike,2020-10-05,1570-1575,Steering_flexible_needles_under_Markov_motion_uncertainty.,db/conf/iros/iros2005.html#AlterovitzLGCO05,2005,Robotics,Ownership,Barcelona,UPC,Hao_Sun,Peter_X._K._Son,Mehmet_Türkan,3077674,4115019,4356790
4313,3061397,Antonio_Bicchi,Antonio_Bicchi,IROS,conf/iros/2015,https://doi.org/10.1109/IROS.2015.7353676,lidar,2019-10-19,2231-2237,A_selective_recruitment_strategy_for_exploiting_muscle-like_actuator_impedance_properties.,db/conf/iros/iros2015.html#SchultzMVB15,2015,Robotics,Ownership,Sao_Paulo,KU,Paolo_Di_Lorenzo,Feng_Yin,Lifa_Sun,4377057,4359404,3760809
4329,3061402,Bradley_J._Nelson,Bradley_J._Nelson,IROS,conf/iros/2008,https://doi.org/10.1109/IROS.2008.4650662,carnegie_mellon_university,2018-06-21,1915-1920,Experimental_investigation_of_magnetic_self-assembly_for_swallowable_modular_robots.,db/conf/iros/iros2008.html#NagyOAN08,2008,Robotics,Ownership,Milan,KTH,Ananth_Subramania,Liguo_Weng,Michael_Leigsnerin,4112319,4347243,4316360
4360,3061413,Bradley_J._Nelson,Bradley_J._Nelson,IROS,conf/iros/2003,https://doi.org/10.1109/IROS.2003.1249188,robotlike,2017-05-22,2143-2148,Wavelet-based_autofocusing_and_unsupervised_segmentation_of_microscopic_images.,db/conf/iros/iros2003.html#YangN03,2003,Robotics,Ownership,Austin,KTH,Jong_Hyeon_Park,Yanmin_Feng,Teng_Su,3993108,3765550,4105324
4380,3061421,Kazuhiro_Kosuge,Kazuhiro_Kosuge,IROS,conf/iros/2015,https://doi.org/10.1109/IROS.2015.7353782,simulator,2017-05-22,2937-2942,Underactuated_robot_hand_for_dual-arm_manipulation.,db/conf/iros/iros2015.html#YamaguchiHK15,2015,Robotics,Ownership,Sao_Paulo,KU,Fabio_Stroppa,Masood_Delfarah,Biao_Hou,4373976,3070140,3994731
4454,3061447,Hiroshi_Ishiguro,Hiroshi_Ishiguro,IROS,conf/iros/2009,https://doi.org/10.1109/IROS.2009.5353998,robot,2017-07-04,142-147,Biologically_inspired_adaptive_mobile_robot_search_with_and_without_gradient_sensing.,db/conf/iros/iros2009.html#NurzamanMNKI09,2009,Robotics,Ownership,Amsterdam,PSL,Alfredo_Lopez_Aretxabaleta,Youjun_Do,Tiangang_Yin,3075887,3060148,4032074
4461,3061450,Fumihito_Arai,Fumihito_Arai,IROS,conf/iros/2009,https://doi.org/10.1109/IROS.2009.5354743,cybernetic,2017-05-22,522-527,Active_size_controlled_on-chip_droplet_dispensing_by_magnetically_driven_microtool.,db/conf/iros/iros2009.html#YamanishiKSA09,2009,Robotics,Ownership,Amsterdam,DELFT,Hyukjune_Chun,Naoto_Yokoya,Mostafa_Kaveh,4314766,3762746,3098385
4472,3061453,Darwin_G._Caldwell,Darwin_G._Caldwell,IROS,conf/iros/2006,https://doi.org/10.1109/IROS.2006.281861,cybernetic,2020-08-21,4018-4023,Tele-Operated_High_Speed_Anthropomorphic_Dextrous_Hands_with_Object_Shape_and_Texture_Identification.,db/conf/iros/iros2006.html#ChuaBDCG06,2006,Robotics,Ownership,Berlin,UPC,Luca_Frigerio,Oluwarotimi_Williams_Samuel,Liang_Yue,3769385,4035789,3768826
4513,3061466,Alin_Albu-Schäffer,Alin_Albu-Schäffer,IROS,conf/iros/2000,https://doi.org/10.1109/IROS.2000.893164|https://www.wikidata.org/entity/Q61610879,prosthetic,2019-06-02,1087-1093,State_feedback_controller_for_flexible_joint_robots:_a_globally_stable_approach_implemented_on_DLR's_light-weight_robots.,db/conf/iros/iros2000.html#Albu-SchafferH00,2000,Robotics,Ownership,Paris,UB,Shuang_Hu,Junghyun_Lee,Anush_K._Moorthy,3753706,4360717,4110645
4559,3061476,Atsuo_Takanishi,Atsuo_Takanishi,IROS,conf/iros/2012,https://doi.org/10.1109/IROS.2012.6385801,nasa,2019-10-19,1090-1095,Development_of_an_arm_robot_for_neurologic_examination_training.,db/conf/iros/iros2012.html#WangNETTOYITHS12,2012,Robotics,Ownership,Roma,KU,Franz_Graf_0002,Sinan_Gezic,Huabin_Ruan,4347036,4357078,4095320
4821,3061566,Hiroshi_G._Okuno,Hiroshi_G._Okuno,IROS,conf/iros/2018,https://doi.org/10.1109/IROS.2018.8594443,sonar,2020-03-27,450-455,Design_and_Implementation_of_Programmable_Drawing_Automata_based_on_Cam_Mechanisms_for_Representing_Spatial_Trajectory.,db/conf/iros/iros2018.html#TakahashiO18,2018,Robotics,Ownership,Amsterdam,PSL,Huifang_Wang,The-Hanh_Pham,Branka_Vucetic,3078439,4362126,4360148
4967,3061619,Daniela_Rus,Daniela_Rus,IROS,conf/iros/2000,https://doi.org/10.1109/IROS.2000.895294,android,2017-05-22,2184-2193,Algorithms_for_self-reconfiguring_molecule_motion_planning.,db/conf/iros/iros2000.html#KotayR00,2000,Robotics,Ownership,Paris,UB,Dirk_Lefeber,Yan_Soldo,Takuya_Kojima,4112474,3075227,4346021
5008,3061634,Hiroshi_Saruwatari,Hiroshi_Saruwatari,IROS,conf/iros/2008,https://doi.org/10.1109/IROS.2008.4650602,asimo,2017-05-22,2172-2177,An_improved_permutation_solver_for_blind_signal_separation_based_front-ends_in_robot_audition.,db/conf/iros/iros2008.html#EvenSS08,2008,Robotics,Ownership,Milan,TUM,Fabio_Frascella,Le_Chung_Tran,Pou_Liu,4371060,4377130,3769748
5077,3061656,Gamini_Dissanayake,Gamini_Dissanayake,IROS,conf/iros/2004,https://doi.org/10.1109/IROS.2004.1389884,unmanned,2020-10-25,3110-3115,Time_optimal_robot_motion_control_in_simultaneous_localization_and_map_building_(SLAM)_problem.,db/conf/iros/iros2004.html#HuangWD04,2004,Robotics,Ownership,Austin,DELFT,Felix_Beyeler,Usha_Amrutha_Nookal,Xue_Wang,4115328,4109444,4022700
5199,3061696,Darwin_G._Caldwell,Darwin_G._Caldwell,IROS,conf/iros/2013,https://doi.org/10.1109/IROS.2013.6696950,sonar,2019-07-29,4145-4151,Compliant_attitude_control_and_stepping_strategy_for_balance_recovery_with_the_humanoid_COMAN.,db/conf/iros/iros2013.html#PerrinTC13,2013,Robotics,Ownership,Paris,UPC,Matthew_Dunbabin,Yi_Lan,Jun_Tani,4112318,4375990,4005654
5246,3061711,Alois_C._Knoll,Alois_C._Knoll,IROS,conf/iros/2015,https://doi.org/10.1109/IROS.2015.7353741|https://www.wikidata.org/entity/Q58589264,isaac_asimov,2020-07-24,2666-2671,Kinodynamic_motion_planning_with_Space-Time_Exploration_Guided_Heuristic_Search_for_car-like_robots_in_dynamic_environments.,db/conf/iros/iros2015.html#ChenRK15,2015,Robotics,Ownership,Sao_Paulo,TUM,Takahiro_Miyashit,Eric_Pottier,Hotaek_Park,3989606,4103843,4914213
5295,3061728,Alin_Albu-Schäffer,Alin_Albu-Schäffer,IROS,conf/iros/2011,https://doi.org/10.1109/IROS.2011.6094736,isaac_asimov,2017-05-22,4180-4186,Cartesian_impedance_control_for_a_variable_stiffness_robot_arm.,db/conf/iros/iros2011.html#PetitA11,2011,Robotics,Ownership,Sao_Paulo,UB,Yu-Jung_Chang,Marc_Jäger_000,Franck_Davoine,3750042,3109175,4104435
5332,3061739,Hiroshi_Saruwatari,Hiroshi_Saruwatari,IROS,conf/iros/2005,https://doi.org/10.1109/IROS.2005.1544983,asimo,2017-05-22,2303-2308,Two-stage_blind_source_separation_based_on_ICA_and_binary_masking_for_real-time_robot_audition_system.,db/conf/iros/iros2005.html#SaruwatariMTUSHM05,2005,Robotics,Ownership,Barcelona,TUM,Daniel_J._Cox,Zheng_Chu,Yusaku_Miura,4910201,4914307,3764037
5358,3061744,Byung-Ju_Yi,Byung-Ju_Yi,IROS,conf/iros/2004,https://doi.org/10.1109/IROS.2004.1390030,humanoid,2017-05-22,3942-3947,Development_of_SPINEBOT_for_spine_surgery.,db/conf/iros/iros2004.html#ChungLOYKKPO04,2004,Robotics,Ownership,Austin,UPC,Mimi_L,Yu_Ogura,Jie_Shen_0008,4344993,3068907,4373638
5415,3061762,Alin_Albu-Schäffer,Alin_Albu-Schäffer,IROS,conf/iros/2013,https://doi.org/10.1109/IROS.2013.6696723|https://www.wikidata.org/entity/Q61610622,sonar,2020-12-29,2600-2607,Three-dimensional_bipedal_walking_control_using_Divergent_Component_of_Motion.,db/conf/iros/iros2013.html#EnglsbergerOA13,2013,Robotics,Ownership,Paris,UB,Haoyu_Jiang,David_Huang,Stefano_Roccella,3117597,3098262,4112178
5586,3061818,Atsushi_Konno,Atsushi_Konno,IROS,conf/iros/2004,https://doi.org/10.1109/IROS.2004.1389958,android,2017-05-22,3501-3506,Inverse_dynamic_analysis_of_a_4-DOF_parallel_robot_H4.,db/conf/iros/iros2004.html#ChoiKU04,2004,Robotics,Ownership,Austin,KU,Mathias_Franz_Karl_Moser,Kerem_Eyisoy,Sara_Lal,3758880,4907545,3775111
